id,root,number,sense,salish,nicodemus,symbol,english,grammar,crossref,variant,cognate,editnote,userId,createdAt,updatedAt
"122","'cnm?'","0","1","'hi·y+cúnme?'","'hiiytsunme''","'?'","'student, disciple. (lit. H/S is the one I taught or am teaching)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.391+00:00'","'2020-08-14T20:51:52.391+00:00'"
"123","'cnm?'","0","2","'hn+cunme?+n'","'hntsunme'n'","''","'conservatory, school.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.404+00:00'","'2020-08-14T20:51:52.404+00:00'"
"124","'cnm?'","0","3","'hn+cun+cún'm'e?+n''","'hntsuntsu'n'me'n''","''","'college. (lit. school)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.411+00:00'","'2020-08-14T20:51:52.411+00:00'"
"125","'cnm?'","0","4","'ul hn+cun'+cun'm'a?+n''","'ul hntsu'ntsu'n'ma'n''","''","'academic. (lit. belonging to a school)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.422+00:00'","'2020-08-14T20:51:52.422+00:00'"
"126","'cnm?'","0","5","'i·+cúnme?'","'iitsunme''","''","'directory. (lit. It is guiding)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.433+00:00'","'2020-08-14T20:51:52.433+00:00'"
"127","'cnm?'","0","6","'s+cúnme?+m'","'stsunme'm'","''","'declaration, documentation, instruction, directive.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.442+00:00'","'2020-08-14T20:51:52.442+00:00'"
"128","'cnm?'","0","7","'sye·+cúnme?+n'","'syeetsunme'n'","''","'director. (lit. One who guides or shows)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.453+00:00'","'2020-08-14T20:51:52.453+00:00'"
"129","'cnm?'","0","8","'cunme?+ncút+n'","'tsunme'ntsutn'","''","'He is a means of teaching oneself (said only of a high qualified teacher).'","'v.'","''","''","null","null","1","'2020-08-14T20:51:52.46+00:00'","'2020-08-14T20:51:52.46+00:00'"
"130","'cnm?'","0","9","'s+cun'+cun'm'e?+ncút'","'stsu'ntsu'n'me'ntsut'","''","'curriculum. (lit. teaching oneself repeatedly)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.469+00:00'","'2020-08-14T20:51:52.469+00:00'"
"131","'cnm?'","0","10","'??y'c+cunme?+ncút'","'chi'tsunme'ntsut'","''","'We are teaching ourselves.'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.482+00:00'","'2020-08-14T20:51:52.482+00:00'"
"132","'cnm?'","0","11","'cúnme??nt?s?n.'","'tsunme'ntsn'","'?'","'taught (I...you (sg.(.'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.501+00:00'","'2020-08-14T20:51:52.501+00:00'"
"133","'cnm?'","0","12","'cúnme??n'","'tsunme'n'","''","'taught (I...h/h).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.514+00:00'","'2020-08-14T20:51:52.514+00:00'"
"134","'cnm?'","0","13","'cúnme?+??n'","'tsunme'?n'","''","'showed (I...it to him).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.534+00:00'","'2020-08-14T20:51:52.534+00:00'"
"135","'cnm?'","0","14","'cúnme??nt?ul[t]?n'","'tsunme'ntulmn'","''","'taught (I...you (pl.(.'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.553+00:00'","'2020-08-14T20:51:52.553+00:00'"
"136","'cnm?'","0","15","'cúnme??n?l?'","'tsunme'nlsh'","''","'taught (I...them).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.56+00:00'","'2020-08-14T20:51:52.56+00:00'"
"137","'cnm?'","0","16","'cúnme??nt+se-x?'","'tsunme'ntsekhw'","''","'You (sg.) taught me.'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.57+00:00'","'2020-08-14T20:51:52.57+00:00'"
"138","'cnm?'","0","17","'cúnme??nt?s'","'tsunme'nts'","''","'declare. (lit. He pointed it out to h/h; he taught h/h)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.575+00:00'","'2020-08-14T20:51:52.575+00:00'"
"139","'cnm?'","0","18","'cúnme??nt?se?s'","'tsunme'ntses'","''","'He taught me.'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.585+00:00'","'2020-08-14T20:51:52.585+00:00'"
"140","'cnm?'","0","19","'cúnme??nt?sel?p'","'tsunme'ntselp'","''","'You (pl.) taught me.'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.591+00:00'","'2020-08-14T20:51:52.591+00:00'"
"141","'cnm?'","0","20","'cun+un+me?+útm?l?'","'tsununme'utmlsh'","''","'docile. (lit. They are easy to teach)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.609+00:00'","'2020-08-14T20:51:52.609+00:00'"
"142","'cnm?'","0","21","'cunme?+s+?ínt'","'tsunme'schint'","'§'","'taught (he...Indians, human beings, people).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.62+00:00'","'2020-08-14T20:51:52.62+00:00'"
"143","'cnm?'","0","22","'sye+cunme?+s+?ínt'","'syetsunme'schint'","''","'teacher (of human beings).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.625+00:00'","'2020-08-14T20:51:52.625+00:00'"
"144","'cnm?'","0","23","'cúnme??n x?a hi+s+l'áx?+t'","'tsunme'n khwa his'laqht'","''","'taught (I...him who is my friend).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.632+00:00'","'2020-08-14T20:51:52.632+00:00'"
"145","'cnm?'","0","24","'hn+cun'+cún'm'e?+n ? n+?ít?+n'","'hntsu'ntsu'n'me'n ? 'nitshn'","''","'boarding school. (lit. place for teaching and sleeping)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.639+00:00'","'2020-08-14T20:51:52.639+00:00'"
"146","'cnm?'","0","25","'x?áy'+x?i?+t he n+cúnme?+n'","'qha'yqhi't hentsunme'n'","''","'school (It is a big...).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.647+00:00'","'2020-08-14T20:51:52.647+00:00'"
"147","'cp'","0","1","'u· cáp=us'","'uutsapus'","'//'","'blink. (lit. His eye blinked)'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:52.659+00:00'","'2020-08-14T20:51:52.659+00:00'"
"148","'cq'","0","1","'caq'","'tsaq'","'?'","'bowl, bucket, plate (to put down a bowl,...,bucket).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.669+00:00'","'2020-08-14T20:51:52.669+00:00'"
"149","'cq'","0","2","'s+caq+m'","'stsaqm'","''","'upright (placing a vessel...).'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.675+00:00'","'2020-08-14T20:51:52.675+00:00'"
"150","'cq'","0","3","'s+cáq+aq+n'","'stsaqaqn'","''","'depot, railway station. (lit. a stopping place)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.681+00:00'","'2020-08-14T20:51:52.681+00:00'"
"151","'cq'","0","4","'s+cán+caq'","'stsantsaq'","''","'casserole. (lit. putting under a receptacle with upper side up)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.692+00:00'","'2020-08-14T20:51:52.692+00:00'"
"152","'cq'","0","5","'can+c+caq+m'ín'+n''","'tsantstsaq'mi'n'n'","''","'saucer. (lit. concave object)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.702+00:00'","'2020-08-14T20:51:52.702+00:00'"
"153","'cq'","0","6","'caq=cn'","'tsaqtsn'","'//'","'phonograph (lit. that which is put by the mouth with concave side up (refers to megaphone).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.707+00:00'","'2020-08-14T20:51:52.707+00:00'"
"154","'cq'","0","7","'t+caq=cn'","'ttsaqtsn'","''","'phonograph. (lit. that which is put by the mouth with concave side up (refers to megaphone)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.711+00:00'","'2020-08-14T20:51:52.711+00:00'"
"155","'cq'","0","8","'s+caq+aq=cín=k?e?+n'","'stsaqaqtsinkwe'n'","''","'dock.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.727+00:00'","'2020-08-14T20:51:52.727+00:00'"
"156","'cq'","0","9","'caq=í??c'e?'","'tsaqi'?ts'e''","''","'broil. (lit. He cooked by direct radiant heat)'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:52.738+00:00'","'2020-08-14T20:51:52.738+00:00'"
"157","'cq'","0","10","'s+caq=í?c'e?'","'stsaqi?ts'e''","''","'smoking process.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.749+00:00'","'2020-08-14T20:51:52.749+00:00'"
"158","'cq'","0","11","'s+caq=í??c'e?'","'stsaqi'?ts'e''","''","'Indian barbecue.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.763+00:00'","'2020-08-14T20:51:52.763+00:00'"
"159","'cq'","0","12","'hn+caq=i?ce?+n'","'hntsaqi?tse'n'","''","'broiler.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.772+00:00'","'2020-08-14T20:51:52.772+00:00'"
"160","'cq'","0","13","'t+caq=ene?+utm'","'ttsaqene'utm'","''","'audible. (lit. capable of being heard)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.779+00:00'","'2020-08-14T20:51:52.779+00:00'"
"161","'cq'","0","14","'hn+t+caq=íne?+n'","'hnttsaqine'n'","''","'acoustics. (lit. means of hearing sounds)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.788+00:00'","'2020-08-14T20:51:52.788+00:00'"
"162","'cq'","0","15","'caq=ip'","'tsaqip'","''","'follow.'","'stem vt.'","''","''","null","null","1","'2020-08-14T20:51:52.803+00:00'","'2020-08-14T20:51:52.803+00:00'"
"163","'cq'","0","16","'a+caq=e·p=íw'es'","'atsaqeepi'wes'","''","'consecutive. (lit. They follow one another)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.814+00:00'","'2020-08-14T20:51:52.814+00:00'"
"164","'cq'","0","17","'caq+caq+aq=l'íp+m'","'tsaqtsaqaq'lipm'","''","'backwards (He fell...), fell (He...backwards).'","'adv., vi.'","''","''","null","null","1","'2020-08-14T20:51:52.824+00:00'","'2020-08-14T20:51:52.824+00:00'"
"221","'cx??'","3","1","'s+cex??+n'","'stseqhwn'","'?'","'condolence, caressing.'","'n.'","''","'[for expected cx?]'","null","null","1","'2020-08-14T20:51:53.349+00:00'","'2020-08-14T20:51:53.349+00:00'"
"165","'cq'","0","18","'caq?nt?s'","'tsaqnts'","'?'","'park (...a car), put down or place a cup, bowl, vessel. (lit. He placed a vessel upright)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.832+00:00'","'2020-08-14T20:51:52.832+00:00'"
"166","'cq'","0","19","'caq=íp?nt?s'","'tsaqipnts'","''","'followed (He...).'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:52.842+00:00'","'2020-08-14T20:51:52.842+00:00'"
"167","'cq'","0","20","'t=caq=íne?+m?nt?s'","'ttsaqine'mnts'","''","'heeded, heard, obeyed (He...him).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.854+00:00'","'2020-08-14T20:51:52.854+00:00'"
"168","'cq?'","1","1","'caq?'","'tsaqw'","'?'","'insert (a long object in a tube), long object slips into hollow object.'","'stem vt.'","''","''","null","null","1","'2020-08-14T20:51:52.865+00:00'","'2020-08-14T20:51:52.865+00:00'"
"169","'cq?'","1","2","'cáq?+m'","'tsaqwm'","''","'stuck (He...a long object in something).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.876+00:00'","'2020-08-14T20:51:52.876+00:00'"
"170","'cq?'","1","3","'cáq??nt?s'","'tsaqwnts'","'?'","'stuck (He...it in lengthwise).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.891+00:00'","'2020-08-14T20:51:52.891+00:00'"
"171","'cq?'","2","1","'ceq?'","'tseqw'","'?'","'pink (color of tamarack wood).'","'stem adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.902+00:00'","'2020-08-14T20:51:52.902+00:00'"
"172","'cq?'","2","2","'céq?+l?'","'tseqwlsh'","''","'larch, tammarack.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.916+00:00'","'2020-08-14T20:51:52.916+00:00'"
"173","'cq?'","2","3","'u· céq?'","'uutseqw'","''","'scarlet.'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.924+00:00'","'2020-08-14T20:51:52.924+00:00'"
"174","'cq?'","2","4","'s+cáq?+m'","'stsaqum'","''","'arbutus, strawberry (wild...).'","'n.'","'[also recorded with low vowel]'","''","null","null","1","'2020-08-14T20:51:52.928+00:00'","'2020-08-14T20:51:52.928+00:00'"
"175","'cq?'","2","5","'*céq?+q?=alq?'","'tseqwgwalqw'","'//'","'dogwood, elderberry bush. Redwood.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.935+00:00'","'2020-08-14T20:51:52.935+00:00'"
"176","'cq?'","2","6","'t+coq[?]+céq?=us'","'ttsoqtsequs'","''","'blood?shot (He has...eyes).'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.939+00:00'","'2020-08-14T20:51:52.939+00:00'"
"177","'cry'","0","1","'co·ray'","'tsooray'","'?'","'July.'","'n.'","'[see also ?ly]'","''","null","null","1","'2020-08-14T20:51:52.943+00:00'","'2020-08-14T20:51:52.943+00:00'"
"178","'cs'","1","1","'ces'","'tses'","'?'","'fine, long, slender.'","'stem adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.958+00:00'","'2020-08-14T20:51:52.958+00:00'"
"179","'cs'","1","2","'s+cas=alqs'","'stsasalqs'","'//'","'mosquito.'","'n.'","'[xref c?]'","''","null","null","1","'2020-08-14T20:51:52.969+00:00'","'2020-08-14T20:51:52.969+00:00'"
"180","'cs'","2","1","'cus'","'tsus'","'?'","'to rattle (e.g. snake)'","''","''","''","null","null","1","'2020-08-14T20:51:52.98+00:00'","'2020-08-14T20:51:52.98+00:00'"
"181","'cs'","2","2","'cus+cú·s'","'tsustsuuus!'","''","'jingle jingle.'","'excl.'","''","''","null","null","1","'2020-08-14T20:51:52.995+00:00'","'2020-08-14T20:51:52.995+00:00'"
"182","'csp'","0","1","'ni k?u?cósep'","'ni ku Tsosep?'","''","'Are you Joseph?'","'qu.'","''","''","null","null","1","'2020-08-14T20:51:53.007+00:00'","'2020-08-14T20:51:53.007+00:00'"
"183","'c?'","0","1","'ci?'","'tsish'","'?'","'heated, hot, long, tall.'","'stem adj.'","''","':'","null","null","1","'2020-08-14T20:51:53.017+00:00'","'2020-08-14T20:51:53.017+00:00'"
"184","'c?'","0","2","'ci?+t'","'tsisht'","''","'long (it is...).'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:53.021+00:00'","'2020-08-14T20:51:53.021+00:00'"
"185","'c?'","0","3","'cé?=alq?'","'tseshalqw'","'//'","'tall (he is...).'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:53.025+00:00'","'2020-08-14T20:51:53.025+00:00'"
"186","'c?'","0","4","'t+cé?+ce?=qn'","'ttseshtseshqn'","''","'comet. (lit. It (star) is long?hair)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.039+00:00'","'2020-08-14T20:51:53.039+00:00'"
"187","'c?'","0","5","'s+cen+cí?+tis=?n=?n'","'stsentsishtischnshn'","'§'","'high top shoes.'","'n.'","'[xref cs]'","''","null","null","1","'2020-08-14T20:51:53.049+00:00'","'2020-08-14T20:51:53.049+00:00'"
"188","'ct'","1","1","'cut'","'tsut'","'?'","'although.'","'conj.'","''","''","null","null","1","'2020-08-14T20:51:53.057+00:00'","'2020-08-14T20:51:53.057+00:00'"
"189","'ct'","1","2","'cut ci?'","'tsut tsi''","''","'although.'","'conj.'","''","''","null","null","1","'2020-08-14T20:51:53.066+00:00'","'2020-08-14T20:51:53.066+00:00'"
"190","'ct'","2","1","'cut'","'tsut'","'?'","'self.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.072+00:00'","'2020-08-14T20:51:53.072+00:00'"
"191","'ctx?'","0","1","'cétx?'","'tsetkhw'","'?'","'dwelling, home, house, residence.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.079+00:00'","'2020-08-14T20:51:53.079+00:00'"
"192","'ctx?'","0","2","'c+cétx?'","'tstsetkhw'","''","'bungalow. (lit. small cottage)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.09+00:00'","'2020-08-14T20:51:53.09+00:00'"
"193","'ctx?'","0","3","'c+cetx?'","'tstsetkhw'","''","'cabin, cottage, shack. (lit. little house)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.105+00:00'","'2020-08-14T20:51:53.105+00:00'"
"194","'ctx?'","0","4","'e+g?e?+cetx?'","'egwe?tsetkhw'","''","'home (to go...). (lit. He went toward home)'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:53.111+00:00'","'2020-08-14T20:51:53.111+00:00'"
"195","'ctx?'","0","5","'?i?c??eg?e?+cétx?+m?'","'chi'ts'egwe?tsetkhumsh'","''","'bound. (lit. I am headed for home)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:53.124+00:00'","'2020-08-14T20:51:53.124+00:00'"
"196","'ctx?'","0","6","'cétx?+s x?a ma?+ma?ám=al'qs'","'tsetkhws khwa ma'ma'ama'lqs'","'§'","'convent. (lit. their house those who wear women's clothes (nuns))'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.129+00:00'","'2020-08-14T20:51:53.129+00:00'"
"197","'ctx?'","0","7","'ul mac'p he cétx?+s'","'ul mats'p he tsetkhws'","''","'apiary. (lit. belonging to a bee's house)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.138+00:00'","'2020-08-14T20:51:53.138+00:00'"
"198","'ctx?'","0","8","'nuk'?+?+cétx?'","'nuk'w?tsetkhw'","''","'caste. (lit. one house)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.143+00:00'","'2020-08-14T20:51:53.143+00:00'"
"199","'ctx?'","0","9","'a??+e?+cetx?'","'a(we?tsetkhw'","''","'H/s has many houses.'","'vt.'","'[see also c?x?]'","''","null","null","1","'2020-08-14T20:51:53.149+00:00'","'2020-08-14T20:51:53.149+00:00'"
"200","'cw''","1","1","'ciw''","'tsi'w'","'?'","'child (youngest).'","'stem n.'","''","''","null","null","1","'2020-08-14T20:51:53.159+00:00'","'2020-08-14T20:51:53.159+00:00'"
"201","'cw''","1","2","'s+cíw'+t'=m?'","'stsi'wt'msh'","'//'","'child (youngest...).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.18+00:00'","'2020-08-14T20:51:53.18+00:00'"
"202","'cw''","1","3","'s+c+cíw'+t'=m?'","'ststsi'wt'msh'","''","'baby (...of the family).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.189+00:00'","'2020-08-14T20:51:53.189+00:00'"
"203","'cw''","1","4","'s+c+céw'+t=m'?=qn'=?t'","'ststse'wt'mshq'ncht'","''","'finger (little or fourth...). (lit. youngest finger)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.21+00:00'","'2020-08-14T20:51:53.21+00:00'"
"204","'cw''","2","1","'cuw''","'tsu'w'","'?'","'punch.'","'stem vt.'","''","''","null","null","1","'2020-08-14T20:51:53.217+00:00'","'2020-08-14T20:51:53.217+00:00'"
"205","'cw''","2","2","'cú?+um'","'tsu'um'","''","'hit (he...something with the fist).'","'vt.'","'[also recorded as c?]'","''","null","null","1","'2020-08-14T20:51:53.221+00:00'","'2020-08-14T20:51:53.221+00:00'"
"206","'cw''","2","3","'s+cú?+u?'","'stsu'u''","''","'blow. (lit. a sudden hard stroke, as of the fist)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.229+00:00'","'2020-08-14T20:51:53.229+00:00'"
"207","'cw''","2","4","'cuw'=í?t+m'","'tsu'wichtm'","'//'","'boxing (he feinted in...), feinted (he...in boxing).'","'n., vi.'","''","''","null","null","1","'2020-08-14T20:51:53.245+00:00'","'2020-08-14T20:51:53.245+00:00'"
"208","'cw''","2","5","'s+cuw'=í?c'e?'","'stsu'wi?ts'e''","''","'clout. (lit. hitting a person with the fist)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:53.252+00:00'","'2020-08-14T20:51:53.252+00:00'"
"209","'cw''","2","6","'cúw'?nt?s'","'tsu'wnts'","'?'","'hit (he...him with the fist).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:53.257+00:00'","'2020-08-14T20:51:53.257+00:00'"
"210","'cw''","2","7","'cú?+cuw'?nt?s'","'tsu'tsu'wnts'","''","'hit (he...him repeatedly), repeatedly (he hit him...).'","'adv., vt.'","''","''","null","null","1","'2020-08-14T20:51:53.262+00:00'","'2020-08-14T20:51:53.262+00:00'"
"211","'cw''","2","8","'s+cuw'?n't'?wí?'","'stsu'w'nt'wish'","''","'boxing. (lit. hitting one an­other with the fist)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:53.272+00:00'","'2020-08-14T20:51:53.272+00:00'"
"212","'cw''","2","9","'sye+cuw'?n't'?wí?'","'syetsu'w'nt'wish'","''","'boxer. (lit. One of two who hit each other with the fist)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.276+00:00'","'2020-08-14T20:51:53.276+00:00'"
"213","'cw''","2","10","'t+co?=qin?t?m'","'ttso'qintm'","''","'clobber (slang). (lit. He was batted with fists as to the head)'","'v.'","''","''","null","null","1","'2020-08-14T20:51:53.288+00:00'","'2020-08-14T20:51:53.288+00:00'"
"214","'cw''","2","11","'ul sye+cuw'+n't-wí? he s+?úx?=?t'","'ul syetsu'w'ntwish he s?ukhwcht'","'§'","'glove (boxing...). (lit. glove of a boxer)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:53.292+00:00'","'2020-08-14T20:51:53.292+00:00'"
"215","'cx?'","1","1","'cex?'","'tsekhw'","'?'","'caress, fondle.'","'stem vt.'","''","''","null","null","1","'2020-08-14T20:51:53.314+00:00'","'2020-08-14T20:51:53.314+00:00'"
"216","'cx?'","1","2","'céx??nt?s'","'tsekhwnts'","'?'","'caress. (lit. He touched or treated him in an affectionate or loving manner)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:53.321+00:00'","'2020-08-14T20:51:53.321+00:00'"
"217","'cx?'","1","3","'céx??nt?se-s'","'tsekhwntses'","''","'condole. (lit. She expressed sympathy to me by caressing me)'","'vi.'","'[see also cx??]'","''","null","null","1","'2020-08-14T20:51:53.326+00:00'","'2020-08-14T20:51:53.326+00:00'"
"218","'cx?'","2","1","'hn+c+cx?+út'","'hntstskhut'","'?'","'creek, rivulet.'","'n.'","'[xref c'x?]'","''","null","null","1","'2020-08-14T20:51:53.334+00:00'","'2020-08-14T20:51:53.334+00:00'"
"219","'cx??'","1","1","'cax??'","'tsaqhw'","'?'","'accumulate.'","'stem vt.'","''","''","null","null","1","'2020-08-14T20:51:53.338+00:00'","'2020-08-14T20:51:53.338+00:00'"
